bus	86	50.503967	50.961157
bus	86	50.504160	50.955193
bus	86	50.504610	50.943245
bus	86	50.505506	50.936145
bus	86	50.509442	50.936353
bus	86	50.515003	50.936669
bus	86	50.520787	50.938007
bus	86	50.524135	50.941164
bus	86	50.524002	50.947514
bus	86	50.522820	50.955576
bus	86	50.527595	50.955701
bus	86	50.530601	50.958406
bus	86	50.530455	50.965748
bus	86	50.530275	50.974591
bus	86	50.532046	50.980081
bus	86	50.530251	50.987940
bus	86	50.529416	50.998036
bus	86	50.531806	51.003014
bus	86	50.531796	51.007415
bus	86	50.531804	51.012662
bus	86	50.531773	51.020720
bus	86	50.531773	51.028121
bus	86	50.531755	51.037130
bus	86	50.532399	51.049338
bus	86	50.531952	51.045869
bus	86	50.531974	51.035474
bus	86	50.531987	51.026783
bus	86	50.531992	51.020638
bus	86	50.532020	51.012677
bus	86	50.532015	51.006078
bus	86	50.531382	51.000650
bus	86	50.528921	50.997000
bus	86	50.526652	50.986174
bus	86	50.526857	50.976090
bus	86	50.530426	50.973204
bus	86	50.530613	50.964137
bus	86	50.530284	50.955468
bus	86	50.527822	50.955292
bus	86	50.522529	50.953350
bus	86	50.524146	50.946709
bus	86	50.524268	50.940946
bus	86	50.520967	50.937768
bus	86	50.514002	50.936357
bus	86	50.509397	50.936100
bus	86	50.504732	50.936613
bus	86	50.504446	50.944250
bus	86	50.503913	50.958958
tramway	11	50.542847	51.254248
tramway	11	50.545060	51.249303
tramway	11	50.548336	51.243919
tramway	11	50.558493	51.229356
tramway	11	50.559222	51.226571
tramway	11	50.562612	51.249254
tramway	11	50.569340	51.244010
tramway	11	50.573698	51.242359
tramway	11	50.576977	51.240926
tramway	11	50.580700	51.238879
tramway	11	50.584822	51.234343
tramway	11	50.588087	51.228266
tramway	11	50.592079	51.219907
tramway	11	50.598222	51.205640
tramway	11	50.602149	51.199944
tramway	11	50.604633	51.196610
tramway	11	50.608264	51.192594
tramway	11	50.609874	51.191279
tramway	11	50.609620	51.191209
tramway	11	50.608005	51.192536
tramway	11	50.604955	51.195903
tramway	11	50.602689	51.198921
tramway	11	50.597778	51.206284
tramway	11	50.591990	51.219734
tramway	11	50.588178	51.227789
tramway	11	50.584940	51.233833
tramway	11	50.581383	51.238334
tramway	11	50.577108	51.240579
tramway	11	50.574224	51.241917
tramway	11	50.569804	51.243586
tramway	11	50.562277	51.249297
tramway	11	50.559433	51.227582
tramway	11	50.557924	51.229726
tramway	11	50.548486	51.243057
tramway	11	50.544757	51.249910
tramway	11	50.543876	51.253198
trolleybus	71	50.556748	51.056736
trolleybus	71	50.557737	51.051604
trolleybus	71	50.559041	51.046590
trolleybus	71	50.560020	51.042798
trolleybus	71	50.559647	51.040665
trolleybus	71	50.555021	51.038180
trolleybus	71	50.552836	51.034079
trolleybus	71	50.548151	51.025257
trolleybus	71	50.539226	51.012081
trolleybus	71	50.537018	51.008814
trolleybus	71	50.535557	51.006656
trolleybus	71	50.531382	51.000650
trolleybus	71	50.528921	50.997000
trolleybus	71	50.521299	50.985739
trolleybus	71	50.518796	50.982282
trolleybus	71	50.516368	50.979002
trolleybus	71	50.513057	50.972864
trolleybus	71	50.513089	50.961548
trolleybus	71	50.513376	50.955772
trolleybus	71	50.516189	50.955721
trolleybus	71	50.519101	50.955637
trolleybus	71	50.522820	50.955576
trolleybus	71	50.527595	50.955701
trolleybus	71	50.531031	50.955957
trolleybus	71	50.537955	50.956873
trolleybus	71	50.541674	50.958576
trolleybus	71	50.543371	50.951153
trolleybus	71	50.544424	50.945444
trolleybus	71	50.544424	50.945444
trolleybus	71	50.543371	50.951153
trolleybus	71	50.541674	50.958576
trolleybus	71	50.536721	50.955980
trolleybus	71	50.530284	50.955468
trolleybus	71	50.527822	50.955292
trolleybus	71	50.521862	50.955348
trolleybus	71	50.518639	50.955402
trolleybus	71	50.515485	50.955485
trolleybus	71	50.512975	50.956463
trolleybus	71	50.512956	50.962945
trolleybus	71	50.513461	50.975560
trolleybus	71	50.516705	50.979956
trolleybus	71	50.519036	50.983095
trolleybus	71	50.521418	50.986399
trolleybus	71	50.529416	50.998036
trolleybus	71	50.532473	51.002649
trolleybus	71	50.535725	51.007407
trolleybus	71	50.537483	51.010008
trolleybus	71	50.539993	51.013723
trolleybus	71	50.549735	51.028122
trolleybus	71	50.552612	51.034028
trolleybus	71	50.553442	51.038984
trolleybus	71	50.559142	51.040612
trolleybus	71	50.559800	51.043073
trolleybus	71	50.558286	51.048964
trolleybus	71	50.556882	51.054853
